seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount
chr9:110417103-110417203	chr9	110417103	110417203	L1HS_dup960	.	94	14	4	0.8703703703703703	20	8	100	4	0.07407407407407407	20	115	19	6	0.8582089552238806	24	9	125	6	0.06716417910447761	24	347	3	22	0.9914285714285714	69	2	348	22	0.005714285714285714	69
chr9:110791098-110791198	chr9	110791098	110791198	L1HS_dup961	.	110	24	7	0.8208955223880597	24	7	127	7	0.05223880597014925	24	87	3	5	0.9666666666666667	16	3	87	5	0.03333333333333333	16	198	11	10	0.9473684210526315	38	3	206	10	0.014354066985645933	38
chr9:112804059-112804159	chr9	112804059	112804159	L1HS_dup962	.	144	30	20	0.8275862068965517	26	13	163	18	0.07386363636363637	26	63	34	12	0.6494845360824743	14	12	85	12	0.12371134020618557	14	336	32	39	0.9130434782608695	53	15	356	36	0.04043126684636118	53
chrX:23238517-23238617	chrX	23238517	23238617	L1HS_dup976	.	114	3	13	0.9743589743589743	22	1	116	13	0.008547008547008548	22	64	1	6	0.9846153846153847	12	0	65	6	0.0	12	271	8	16	0.9713261648745519	52	2	278	15	0.007142857142857143	52
chr1:193723792-193723892	chr1	193723792	193723892	L1HS_dup99	.	116	21	16	0.8467153284671532	28	13	127	13	0.09285714285714286	28	103	15	6	0.8728813559322034	21	6	112	6	0.05084745762711865	21	191	5	14	0.9744897959183674	36	2	194	14	0.01020408163265306	36
chr3:162411793-162411893	chr3	162411793	162411893	L1PA2_dup1002	.	59	8	4	0.8805970149253731	15	2	65	4	0.029850746268656716	15	72	5	8	0.935064935064935	17	2	76	7	0.02564102564102564	17	148	0	11	1.0	34	0	150	9	0.0	34
chr3:175787637-175787737	chr3	175787637	175787737	L1PA2_dup1032	.	83	6	8	0.9325842696629213	17	6	83	8	0.06741573033707865	17	124	24	8	0.8378378378378378	26	9	139	8	0.060810810810810814	26	232	2	19	0.9914529914529915	45	2	233	18	0.00851063829787234	45
chr3:187862481-187862581	chr3	187862481	187862581	L1PA2_dup1044	.	49	35	7	0.5833333333333334	19	12	72	7	0.14285714285714285	19	35	37	3	0.4861111111111111	16	5	67	3	0.06944444444444445	16	234	34	18	0.8731343283582089	60	13	256	17	0.048327137546468404	60
chr4:22146428-22146528	chr4	22146428	22146528	L1PA2_dup1057	.	166	5	14	0.9707602339181286	31	3	169	13	0.01744186046511628	31	97	11	16	0.8981481481481481	21	11	97	16	0.10185185185185185	21	212	10	25	0.954954954954955	44	1	220	26	0.004524886877828055	44
chr4:170788902-170789002	chr4	170788902	170789002	L1PA2_dup1061	.	128	21	10	0.8590604026845637	23	9	141	9	0.06	23	88	29	9	0.7521367521367521	19	10	106	10	0.08620689655172414	19	365	7	28	0.9811827956989247	59	2	372	26	0.0053475935828877	59
chr4:4959819-4959919	chr4	4959819	4959919	L1PA2_dup1065	.	87	6	7	0.9354838709677419	15	2	91	7	0.021505376344086023	15	147	8	5	0.9483870967741935	24	7	149	4	0.04487179487179487	24	378	8	27	0.9792746113989638	60	4	384	25	0.010309278350515464	60
chr4:10781320-10781420	chr4	10781320	10781420	L1PA2_dup1074	.	54	3	12	0.9473684210526315	14	2	55	12	0.03508771929824561	14	102	5	6	0.9532710280373832	23	2	106	5	0.018518518518518517	23	201	3	18	0.9852941176470589	47	1	205	16	0.0048543689320388345	47
chr4:14480752-14480852	chr4	14480752	14480852	L1PA2_dup1091	.	26	3	1	0.896551724137931	10	0	29	1	0.0	10	36	2	6	0.9473684210526315	16	1	37	6	0.02631578947368421	16	123	13	19	0.9044117647058824	54	7	129	19	0.051470588235294115	54
chr4:14666226-14666326	chr4	14666226	14666326	L1PA2_dup1093	.	82	8	3	0.9111111111111111	22	2	89	2	0.02197802197802198	22	35	3	5	0.9210526315789473	9	2	37	4	0.05128205128205128	9	185	3	18	0.9840425531914894	48	2	189	15	0.010471204188481676	48
chr4:27381619-27381719	chr4	27381619	27381719	L1PA2_dup1113	.	92	6	7	0.9387755102040817	18	3	95	7	0.030612244897959183	18	95	17	7	0.8482142857142857	20	7	104	8	0.06306306306306306	20	257	11	26	0.9589552238805971	51	9	259	26	0.033582089552238806	51
chr4:32366480-32366580	chr4	32366480	32366580	L1PA2_dup1120	.	84	14	3	0.8571428571428571	17	0	99	2	0.0	17	97	6	4	0.941747572815534	18	4	100	3	0.038461538461538464	18	251	13	16	0.9507575757575758	48	5	263	12	0.018656716417910446	48
chr1:96604387-96604487	chr1	96604387	96604487	L1PA2_dup113	.	63	1	9	0.984375	19	1	64	8	0.015384615384615385	19	80	1	5	0.9876543209876543	22	1	81	4	0.012195121951219513	22	167	1	6	0.9940476190476191	46	1	167	6	0.005952380952380952	46
chr4:53328732-53328832	chr4	53328732	53328832	L1PA2_dup1152	.	42	4	14	0.9130434782608695	15	1	47	12	0.020833333333333332	15	74	9	5	0.891566265060241	23	4	79	5	0.04819277108433735	23	105	7	8	0.9375	31	1	111	8	0.008928571428571428	31
chr4:63532522-63532622	chr4	63532522	63532622	L1PA2_dup1173	.	60	8	6	0.8823529411764706	19	3	65	6	0.04411764705882353	19	65	8	3	0.8904109589041096	20	5	68	3	0.0684931506849315	20	202	10	12	0.9528301886792453	57	3	207	14	0.014285714285714285	57
chr4:65176612-65176712	chr4	65176612	65176712	L1PA2_dup1178	.	22	2	2	0.9166666666666666	13	0	24	2	0.0	13	22	5	5	0.8148148148148148	16	0	27	5	0.0	16	66	5	9	0.9295774647887324	42	3	69	8	0.041666666666666664	42
chr4:65294161-65294261	chr4	65294161	65294261	L1PA2_dup1180	.	193	14	13	0.9323671497584541	38	9	199	12	0.04326923076923077	38	97	4	11	0.9603960396039604	19	4	98	10	0.0392156862745098	19	282	13	26	0.9559322033898305	56	2	294	25	0.006756756756756757	56
chr4:67177043-67177143	chr4	67177043	67177143	L1PA2_dup1188	.	69	5	8	0.9324324324324325	15	4	71	7	0.05333333333333334	15	121	2	10	0.983739837398374	24	2	121	10	0.016260162601626018	24	234	6	15	0.975	43	2	241	12	0.00823045267489712	43
chr4:67973342-67973442	chr4	67973342	67973442	L1PA2_dup1191	.	52	2	1	0.9629629629629629	19	0	54	1	0.0	19	50	1	2	0.9803921568627451	18	1	50	2	0.0196078431372549	18	114	5	9	0.957983193277311	45	1	120	7	0.008264462809917356	45
chr4:68515720-68515820	chr4	68515720	68515820	L1PA2_dup1195	.	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0	0	0	0	NaN	0
chr4:75401195-75401295	chr4	75401195	75401295	L1PA2_dup1211	.	152	65	17	0.7004608294930875	40	35	182	17	0.16129032258064516	40	88	13	7	0.8712871287128713	19	6	95	7	0.0594059405940594	19	296	18	28	0.9426751592356688	60	12	303	27	0.0380952380952381	60
chr4:87710374-87710474	chr4	87710374	87710474	L1PA2_dup1232	.	53	3	3	0.9464285714285714	10	0	57	2	0.0	10	110	4	9	0.9649122807017544	21	3	110	10	0.02654867256637168	21	303	7	21	0.9774193548387097	60	6	307	18	0.019169329073482427	60
chr4:95914760-95914860	chr4	95914760	95914860	L1PA2_dup1248	.	107	15	6	0.8770491803278688	27	4	118	6	0.03278688524590164	27	108	0	18	1.0	26	0	110	16	0.0	26	285	3	13	0.9895833333333334	62	1	287	13	0.003472222222222222	62
chr4:101411595-101411695	chr4	101411595	101411695	L1PA2_dup1263	.	37	4	5	0.9024390243902439	16	3	39	4	0.07142857142857142	16	42	2	9	0.9545454545454546	18	0	44	9	0.0	18	111	8	16	0.9327731092436975	46	4	116	15	0.03333333333333333	46
chr4:106935104-106935204	chr4	106935104	106935204	L1PA2_dup1281	.	57	6	8	0.9047619047619048	18	2	61	8	0.031746031746031744	18	81	9	9	0.9	25	4	86	9	0.044444444444444446	25	111	4	10	0.9652173913043478	33	2	113	10	0.017391304347826087	33
chr4:112086464-112086564	chr4	112086464	112086564	L1PA2_dup1297	.	85	12	3	0.8762886597938144	21	4	93	3	0.041237113402061855	21	87	14	3	0.8613861386138614	23	7	92	5	0.0707070707070707	23	236	12	16	0.9516129032258065	54	9	241	14	0.036	54
chr4:126928256-126928356	chr4	126928256	126928356	L1PA2_dup1326	.	64	6	8	0.9142857142857143	20	0	70	8	0.0	20	42	8	5	0.84	14	3	47	5	0.06	14	181	5	15	0.9731182795698925	54	2	184	15	0.010752688172043012	54
chr4:140413343-140413443	chr4	140413343	140413443	L1PA2_dup1358	.	98	21	8	0.8235294117647058	26	15	106	6	0.12396694214876033	26	93	11	10	0.8942307692307693	24	9	95	10	0.08653846153846154	24	169	5	13	0.9712643678160919	39	4	170	13	0.022988505747126436	39
chr4:160574033-160574133	chr4	160574033	160574133	L1PA2_dup1403	.	47	13	5	0.7833333333333333	13	10	49	6	0.1694915254237288	13	89	15	13	0.8557692307692307	24	13	93	11	0.12264150943396226	24	166	15	21	0.9171270718232044	42	5	179	18	0.02717391304347826	42
chr4:163632233-163632333	chr4	163632233	163632333	L1PA2_dup1412	.	64	5	6	0.927536231884058	15	4	65	6	0.057971014492753624	15	54	8	3	0.8709677419354839	13	1	61	3	0.016129032258064516	13	175	12	19	0.9358288770053476	42	5	184	17	0.026455026455026454	42
chr4:164559423-164559523	chr4	164559423	164559523	L1PA2_dup1420	.	60	10	6	0.8571428571428571	15	2	68	6	0.02857142857142857	15	140	4	12	0.9722222222222222	29	2	141	13	0.013986013986013986	29	221	6	24	0.973568281938326	48	3	226	22	0.013100436681222707	48
chr4:166463313-166463413	chr4	166463313	166463413	L1PA2_dup1422	.	58	6	4	0.90625	23	0	65	3	0.0	23	34	8	7	0.8095238095238095	17	2	40	7	0.047619047619047616	17	90	7	8	0.9278350515463918	37	2	96	7	0.02040816326530612	37
chr4:167282061-167282161	chr4	167282061	167282161	L1PA2_dup1425	.	89	21	3	0.8090909090909091	25	6	102	5	0.05555555555555555	25	93	11	0	0.8942307692307693	22	5	99	0	0.04807692307692308	22	207	8	19	0.9627906976744186	49	6	210	18	0.027777777777777776	49
chr4:170363905-170364005	chr4	170363905	170364005	L1PA2_dup1429	.	47	1	7	0.9791666666666666	19	1	47	7	0.020833333333333332	19	31	1	12	0.96875	15	1	31	12	0.03125	15	91	6	15	0.9381443298969072	41	3	94	15	0.030927835051546393	41
chr4:188564187-188564287	chr4	188564187	188564287	L1PA2_dup1456	.	116	19	9	0.8592592592592593	24	2	134	8	0.014705882352941176	24	111	10	4	0.9173553719008265	22	3	118	4	0.024793388429752067	22	250	1	15	0.9960159362549801	45	0	253	13	0.0	45
chr5:161611984-161612084	chr5	161611984	161612084	L1PA2_dup1463	.	39	12	2	0.7647058823529411	14	2	49	2	0.0392156862745098	14	33	2	1	0.9428571428571428	9	0	35	1	0.0	9	133	4	8	0.9708029197080292	38	3	134	8	0.021897810218978103	38
chr5:25119654-25119754	chr5	25119654	25119754	L1PA2_dup1503	.	43	12	3	0.7818181818181819	10	1	54	3	0.01818181818181818	10	61	8	8	0.8840579710144928	13	2	67	8	0.028985507246376812	13	232	18	17	0.928	46	4	248	15	0.015873015873015872	46
chr1:118280888-118280988	chr1	118280888	118280988	L1PA2_dup151	.	43	4	4	0.9148936170212766	11	3	44	4	0.06382978723404255	11	72	11	5	0.8674698795180723	18	7	76	5	0.08433734939759036	18	177	9	15	0.9516129032258065	48	2	185	14	0.0106951871657754	48
chr5:30823896-30823996	chr5	30823896	30823996	L1PA2_dup1530	.	97	10	7	0.9065420560747663	21	4	102	8	0.03773584905660377	21	75	9	5	0.8928571428571429	15	8	77	4	0.09411764705882353	15	211	12	9	0.9461883408071748	40	5	218	9	0.02242152466367713	40
chr5:39787653-39787753	chr5	39787653	39787753	L1PA2_dup1548	.	88	3	10	0.967032967032967	17	2	90	9	0.021739130434782608	17	92	24	8	0.7931034482758621	21	8	109	7	0.06837606837606838	21	387	11	27	0.9723618090452262	74	5	395	25	0.0125	74
chr5:40541306-40541406	chr5	40541306	40541406	L1PA2_dup1549	.	63	16	9	0.7974683544303798	16	7	72	9	0.08860759493670886	16	100	15	8	0.8695652173913043	21	6	110	7	0.05172413793103448	21	205	9	13	0.9579439252336449	40	1	213	13	0.004672897196261682	40
chr5:45658441-45658541	chr5	45658441	45658541	L1PA2_dup1564	.	53	6	4	0.8983050847457628	21	2	57	4	0.03389830508474576	21	57	12	5	0.8260869565217391	25	8	61	5	0.11594202898550725	25	114	1	5	0.991304347826087	42	1	115	4	0.008620689655172414	42
chr5:51250747-51250847	chr5	51250747	51250847	L1PA2_dup1583	.	62	6	5	0.9117647058823529	19	0	68	5	0.0	19	70	4	5	0.9459459459459459	20	1	73	5	0.013513513513513514	20	145	11	11	0.9294871794871795	45	3	155	9	0.0189873417721519	45
chr5:64135024-64135124	chr5	64135024	64135124	L1PA2_dup1609	.	56	3	1	0.9491525423728814	16	3	56	1	0.05084745762711865	16	66	12	6	0.8461538461538461	17	6	72	6	0.07692307692307693	17	152	12	15	0.926829268292683	46	7	158	14	0.04242424242424243	46
chr5:85663541-85663641	chr5	85663541	85663641	L1PA2_dup1635	.	90	5	6	0.9473684210526315	17	1	94	6	0.010526315789473684	17	126	13	7	0.9064748201438849	25	6	133	7	0.04316546762589928	25	254	14	43	0.9477611940298507	54	5	265	41	0.018518518518518517	54
chr5:97815840-97815940	chr5	97815840	97815940	L1PA2_dup1660	.	40	3	1	0.9302325581395349	16	1	42	1	0.023255813953488372	16	72	2	5	0.972972972972973	27	1	73	5	0.013513513513513514	27	137	4	8	0.9716312056737588	52	3	139	7	0.02112676056338028	52
chr5:101180131-101180231	chr5	101180131	101180231	L1PA2_dup1670	.	55	18	5	0.7534246575342466	17	9	64	5	0.1232876712328767	17	67	30	5	0.6907216494845361	22	7	93	2	0.07	22	179	10	16	0.9470899470899471	44	9	182	14	0.04712041884816754	44
chr5:103046753-103046853	chr5	103046753	103046853	L1PA2_dup1679	.	71	9	10	0.8875	23	1	80	9	0.012345679012345678	23	73	20	3	0.7849462365591398	25	5	87	4	0.05434782608695652	25	153	11	13	0.9329268292682927	47	2	165	10	0.011976047904191617	47
chr5:104080281-104080381	chr5	104080281	104080381	L1PA2_dup1682	.	35	5	8	0.875	10	1	39	8	0.025	10	68	4	8	0.9444444444444444	16	2	71	7	0.0273972602739726	16	193	5	17	0.9747474747474747	45	2	196	17	0.010101010101010102	45
chr5:106719788-106719888	chr5	106719788	106719888	L1PA2_dup1692	.	54	5	2	0.9152542372881356	16	0	59	2	0.0	16	85	6	5	0.9340659340659341	25	1	89	6	0.011111111111111112	25	144	6	10	0.96	43	5	146	9	0.033112582781456956	43
chr5:123242516-123242616	chr5	123242516	123242616	L1PA2_dup1725	.	67	11	4	0.8589743589743589	14	1	77	4	0.01282051282051282	14	94	14	12	0.8703703703703703	20	5	103	12	0.046296296296296294	20	198	6	22	0.9705882352941176	38	6	201	19	0.028985507246376812	38
chr5:137050556-137050656	chr5	137050556	137050656	L1PA2_dup1749	.	67	19	8	0.7790697674418605	14	9	77	8	0.10465116279069768	14	118	23	10	0.8368794326241135	22	14	129	8	0.0979020979020979	22	317	31	13	0.9109195402298851	55	12	335	14	0.0345821325648415	55
chr5:148942274-148942374	chr5	148942274	148942374	L1PA2_dup1770	.	66	8	13	0.8918918918918919	19	3	70	14	0.0410958904109589	19	115	16	15	0.8778625954198473	30	12	119	15	0.0916030534351145	30	212	3	19	0.986046511627907	48	3	213	18	0.013888888888888888	48
chr5:153325327-153325427	chr5	153325327	153325427	L1PA2_dup1782	.	77	14	8	0.8461538461538461	17	11	81	7	0.11956521739130435	17	106	19	4	0.848	22	16	109	4	0.128	22	304	12	26	0.9620253164556962	61	7	309	26	0.022151898734177215	61
chr5:180908437-180908537	chr5	180908437	180908537	L1PA2_dup1817	.	49	15	4	0.765625	17	6	59	3	0.09230769230769231	17	41	8	5	0.8367346938775511	14	6	42	6	0.125	14	134	14	25	0.9054054054054054	46	9	144	20	0.058823529411764705	46
chr6:9971949-9972049	chr6	9971949	9972049	L1PA2_dup1832	.	64	11	6	0.8533333333333334	14	2	72	7	0.02702702702702703	14	93	6	7	0.9393939393939394	18	6	93	7	0.06060606060606061	18	279	20	28	0.9331103678929766	58	4	300	23	0.013157894736842105	58
chr1:158886104-158886204	chr1	158886104	158886204	L1PA2_dup186	.	77	14	6	0.8461538461538461	20	2	90	5	0.021739130434782608	20	61	7	11	0.8970588235294118	19	4	64	11	0.058823529411764705	19	211	10	20	0.9547511312217195	51	5	217	19	0.02252252252252252	51
chr6:71138559-71138659	chr6	71138559	71138659	L1PA2_dup1933	.	15	2	0	0.8823529411764706	17	0	17	0	0.0	17	21	1	2	0.9545454545454546	24	0	22	2	0.0	24	31	6	4	0.8378378378378378	41	3	35	3	0.07894736842105263	41
chr6:72570140-72570240	chr6	72570140	72570240	L1PA2_dup1935	.	81	31	7	0.7232142857142857	21	8	104	7	0.07142857142857142	21	145	21	11	0.8734939759036144	30	13	154	10	0.07784431137724551	30	276	13	23	0.9550173010380623	56	5	285	22	0.017241379310344827	56
chr6:84626356-84626456	chr6	84626356	84626456	L1PA2_dup1971	.	45	3	6	0.9375	11	3	45	6	0.0625	11	79	30	6	0.7247706422018348	23	15	93	7	0.1388888888888889	23	154	4	7	0.9746835443037974	34	2	157	6	0.012578616352201259	34
chr6:94824164-94824264	chr6	94824164	94824264	L1PA2_dup1995	.	73	5	4	0.9358974358974359	18	4	75	3	0.05063291139240506	18	64	6	5	0.9142857142857143	15	3	67	5	0.04285714285714286	15	249	3	17	0.9880952380952381	57	2	252	15	0.007874015748031496	57
chr6:94942135-94942235	chr6	94942135	94942235	L1PA2_dup1996	.	129	6	23	0.9555555555555556	20	3	134	21	0.021897810218978103	20	94	9	9	0.912621359223301	14	2	101	9	0.019417475728155338	14	271	3	20	0.9890510948905109	38	3	272	19	0.01090909090909091	38
chr6:104489394-104489494	chr6	104489394	104489494	L1PA2_dup2022	.	95	18	19	0.8407079646017699	20	8	107	17	0.06956521739130435	20	97	20	11	0.8290598290598291	19	7	111	10	0.059322033898305086	19	326	9	24	0.9731343283582089	53	7	330	22	0.020771513353115726	53
chr6:104737316-104737416	chr6	104737316	104737416	L1PA2_dup2023	.	78	17	8	0.8210526315789474	26	13	82	8	0.1368421052631579	26	47	11	6	0.8103448275862069	16	4	55	5	0.06779661016949153	16	156	5	17	0.968944099378882	48	3	158	17	0.018633540372670808	48
chr6:112813022-112813122	chr6	112813022	112813122	L1PA2_dup2031	.	64	22	15	0.7441860465116279	27	6	79	16	0.07058823529411765	27	34	10	8	0.7727272727272727	13	4	40	8	0.09090909090909091	13	180	16	29	0.9183673469387755	60	9	188	28	0.04568527918781726	60
chr6:113226488-113226588	chr6	113226488	113226588	L1PA2_dup2034	.	73	3	6	0.9605263157894737	21	2	74	6	0.02631578947368421	21	51	7	4	0.8793103448275862	16	4	55	3	0.06779661016949153	16	130	3	12	0.9774436090225563	37	2	132	11	0.014925373134328358	37
chr6:114726652-114726752	chr6	114726652	114726752	L1PA2_dup2036	.	98	6	5	0.9423076923076923	22	3	102	4	0.02857142857142857	22	84	4	3	0.9545454545454546	19	1	86	4	0.011494252873563218	19	207	2	8	0.9904306220095693	44	2	210	5	0.009433962264150943	44
chr6:114976301-114976401	chr6	114976301	114976401	L1PA2_dup2038	.	46	4	7	0.92	19	1	49	7	0.02	19	43	3	1	0.9347826086956522	17	0	46	1	0.0	17	136	4	15	0.9714285714285714	53	1	141	13	0.007042253521126761	53
chr6:124725697-124725797	chr6	124725697	124725797	L1PA2_dup2054	.	70	1	4	0.9859154929577465	20	0	71	4	0.0	20	85	3	3	0.9659090909090909	23	3	85	3	0.03409090909090909	23	186	6	14	0.96875	53	2	194	10	0.01020408163265306	53
chr6:141566106-141566206	chr6	141566106	141566206	L1PA2_dup2065	.	86	12	10	0.8775510204081632	22	2	95	11	0.020618556701030927	22	115	7	8	0.9426229508196722	26	4	118	8	0.03278688524590164	26	266	5	20	0.981549815498155	60	3	268	20	0.01107011070110701	60
chr6:162995662-162995762	chr6	162995662	162995762	L1PA2_dup2090	.	152	9	9	0.9440993788819876	22	6	154	10	0.0375	22	110	9	6	0.9243697478991597	16	6	113	6	0.05042016806722689	16	356	6	24	0.9834254143646409	49	5	359	22	0.013736263736263736	49
chr7:146019492-146019592	chr7	146019492	146019592	L1PA2_dup2098	.	75	24	7	0.7575757575757576	22	8	89	9	0.08247422680412371	22	44	29	10	0.6027397260273972	17	10	63	10	0.136986301369863	17	209	10	26	0.954337899543379	51	4	215	26	0.0182648401826484	51
chr7:9404681-9404781	chr7	9404681	9404781	L1PA2_dup2108	.	80	4	9	0.9523809523809523	16	3	81	9	0.03571428571428571	16	115	8	12	0.9349593495934959	23	5	120	10	0.04	23	247	11	35	0.9573643410852714	53	5	252	36	0.019455252918287938	53
chr1:172987206-172987306	chr1	172987206	172987306	L1PA2_dup211	.	71	15	11	0.8255813953488372	20	4	83	10	0.04597701149425287	20	136	16	6	0.8947368421052632	33	5	147	6	0.03289473684210526	33	168	5	17	0.9710982658959537	39	5	169	16	0.028735632183908046	39
chr7:19194947-19195047	chr7	19194947	19195047	L1PA2_dup2141	.	37	5	9	0.8809523809523809	11	2	41	8	0.046511627906976744	11	59	45	10	0.5673076923076923	24	4	101	9	0.0380952380952381	24	116	28	22	0.8055555555555556	37	2	147	17	0.013422818791946308	37
chr7:34175487-34175587	chr7	34175487	34175587	L1PA2_dup2171	.	58	4	7	0.9354838709677419	14	4	58	7	0.06451612903225806	14	92	21	9	0.8141592920353983	25	4	109	9	0.035398230088495575	25	202	15	31	0.9308755760368663	51	6	212	30	0.027522935779816515	51
chr7:53032236-53032336	chr7	53032236	53032336	L1PA2_dup2197	.	77	6	13	0.927710843373494	20	2	83	11	0.023529411764705882	20	76	9	5	0.8941176470588236	17	1	84	5	0.011764705882352941	17	201	13	24	0.9392523364485982	50	3	213	22	0.013888888888888888	50
chr7:62858908-62859008	chr7	62858908	62859008	L1PA2_dup2234	.	17	0	1	1.0	9	0	17	1	0.0	9	20	0	1	1.0	11	0	20	1	0.0	11	88	10	3	0.8979591836734694	52	1	97	3	0.01020408163265306	52
chr7:85249855-85249955	chr7	85249855	85249955	L1PA2_dup2260	.	82	2	2	0.9761904761904762	18	0	84	2	0.0	18	88	6	5	0.9361702127659575	20	3	91	5	0.031914893617021274	20	239	11	9	0.956	53	3	245	11	0.012096774193548387	53
chr7:136420110-136420210	chr7	136420110	136420210	L1PA2_dup2369	.	86	34	14	0.7166666666666667	24	7	110	17	0.05982905982905983	24	77	14	12	0.8461538461538461	18	9	82	12	0.0989010989010989	18	217	8	16	0.9644444444444444	42	5	220	16	0.022222222222222223	42
chr7:136780683-136780783	chr7	136780683	136780783	L1PA2_dup2371	.	56	8	7	0.875	15	2	61	8	0.031746031746031744	15	66	5	4	0.9295774647887324	17	2	69	4	0.028169014084507043	17	173	9	9	0.9505494505494505	41	1	181	9	0.005494505494505495	41
chr7:146905785-146905885	chr7	146905785	146905885	L1PA2_dup2385	.	77	8	12	0.9058823529411765	25	3	81	13	0.03571428571428571	25	65	11	10	0.8552631578947368	22	2	75	9	0.025974025974025976	22	150	15	14	0.9090909090909091	46	4	162	13	0.024096385542168676	46
chr8:72479441-72479541	chr8	72479441	72479541	L1PA2_dup2393	.	45	2	3	0.9574468085106383	10	2	45	3	0.0425531914893617	10	98	8	10	0.9245283018867925	24	5	101	10	0.04716981132075472	24	192	21	12	0.9014084507042254	47	5	210	10	0.023255813953488372	47
chr8:2323639-2323739	chr8	2323639	2323739	L1PA2_dup2399	.	9	0	0	1.0	3	0	9	0	0.0	3	5	3	1	0.625	3	3	5	1	0.375	3	23	1	1	0.9583333333333334	9	1	23	1	0.041666666666666664	9
chr8:2397988-2398088	chr8	2397988	2398088	L1PA2_dup2400	.	11	1	0	0.9166666666666666	4	0	12	0	0.0	4	29	7	2	0.8055555555555556	13	6	31	1	0.16216216216216217	13	26	1	1	0.9629629629629629	10	0	27	1	0.0	10
chr8:4854407-4854507	chr8	4854407	4854507	L1PA2_dup2404	.	100	2	14	0.9803921568627451	20	1	101	14	0.00980392156862745	20	68	7	7	0.9066666666666666	14	2	74	6	0.02631578947368421	14	279	13	30	0.9554794520547946	57	7	282	33	0.02422145328719723	57
